"Release Date
(Packaging)",ES Release Date,VN Release Date,EzServer,Status,Stage,AxisY,"Included
EzWebServer",Supporting CleverOne,"Supporting
EzDent-i","Supporting
Ez3D-i","Supporting
EzOrtho","Supporting
EzMobile","Supporting
EzDent Web",Supporting EzDent Web for Tablet,Supporting EzCommonTools,"Supporting
EzGate",Supporting Ez-iScan,Comment,Link,E2 DB,E3 DB,SC DB,IMPLANT DB,LOG DB,SETTING DB,EzOrtho Data Version,Service Config File Format,DB Accounts Revision,VTDBConfig.ini version,EIF Version,EzServer Installer,EzServer AuthProvider,EzServer LicenseManager,EzServer Messenger,EzServer Updater,EzServer REST API v2,EzServer WebConsole,EzLauncher,EzServer OpenSource Licenses,EzServer License Manager Frontend,EzServer Updater Frontend,Sharing Manager (EzCloud v0.9),EzServer Manager App,EzServer Manager Service,EzServer Control Panel,EzServer Service,VTDBBackup,Password Init Tool,DB,PMS Integration REST API Version,PMS Integration AMQP protocol version,nginx,php,dcmtk,node,Qt,ffmpeg,7z,ImageMagick,OpenSSL,LexFloatServer,LexActivator,SHA256,"EzServer PI Disposer
(Not Inclued)",EzServer Migration Tool (Not Included),"EzCommonTools
(Not Included)"
2022-01-14,N/A,,v5.1.0.2,Released,FCS,40,v4.1.0.1,N/A,~ v3.2.2.0,~ v5.3.0.4,v1.2.0.0 ~ v1.3.0.0,~ v1.1.7.0 Patch,v1.0.1.a1 ~  v1.0.1.1,N/A,~ v1.0.1.2,N/A,N/A,"LM, IP setup",,v26,v10,v11,v10,v2,v4,v5,v2,r1,v1,N/A,N/A,v5.1.0,v5.1.0,N/A,N/A,N/A,v5.1.0,v5.1.0,v1.0.0,N/A,N/A,N/A,N/A,N/A,v5.1.0.0,v5.1.0.0,,v5.1.0.0,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.18 (x86),v7.4.12 (vc2017 x86 TS),v3.6.5 (x86),v12 (32bit),v5.10.1 (x86),v3.2.4 (x86),v19.0 (x86),v7.0.7 (x86),v1.1.1i,,,,v5.1.0,,
2021-12-23,2021-12-23,,v4.1.7.0 Hotfix,Released,FCS,15,v3.0.7.0,N/A,~ v3.1.11.1,~ v5.2.12.0 (Patch),~ v1.1.3.b1,~ v1.1.6.0 Patch,N/A,N/A,N/A,N/A,N/A,php upload temp folder 변경,,,,,v10,,,,v2,r1,v1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,v1.0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,v4.1.7.0,v4.1.7.0,,N/A,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,,N/A,,
2021-12-09,N/A,,v5.1.0.1,Released,FCS,30,v4.1.0.1,N/A,~ v3.2.2.b1,~ v5.3.0.2,v1.2.0.0 ~ v1.3.0.b1,~ v1.1.7.0 Patch,v1.0.1.a1 ~  v1.0.1.0,N/A,~ v1.0.1.b3,N/A,N/A,"EzDent Web, EzServer Spanish 지원 추가",,v26,v10,v11,v10,v2,v4,v5,v2,r1,v1,N/A,N/A,v5.1.0,v5.1.0,N/A,N/A,N/A,v5.1.0,v5.1.0,v1.0.0,N/A,N/A,N/A,N/A,N/A,v5.1.0.0,v5.1.0.0,,v5.1.0.0,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.18,v7.4.12,v3.6.5,v12,v5.10.1,v3.2.4,v19.0,v7.0.7,v1.1.1i,,,,v5.1.0,,
2021-11-19,N/A,,v5.1.0.0,Released,FCS,10,v4.1.0.0,N/A,~ v3.2.2.a1,~ v5.3.0.2,v1.2.0.0 ~ v1.3.0.b1,~ v1.1.7.0 Patch,v1.0.1.a1 ~  v1.0.1.0,N/A,~ v1.0.1.b1,N/A,N/A,,,v26,v10,v11,v10,v2,v4,v4,v2,r1,v1,N/A,N/A,v5.1.0,v5.1.0,N/A,N/A,N/A,v5.1.0,v1.0.0,v1.0.0,N/A,N/A,N/A,N/A,N/A,v5.1.0.0,v5.1.0.0,,v5.1.0.0,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.18,v7.4.12,v3.6.5,v12,v5.10.1,v3.2.4,v19.0,v7.0.7,v1.1.1i,,,,v1.0.0,,
2021-10-29,N/A,,v5.1.0.b1,Released,Beta,-20,v4.1.0.b1,N/A,~ v3.2.2.a1,~ v5.3.0.2,v1.2.0.0 ~ v1.3.0.a1,~ v1.1.7.0 Patch,v1.0.1.a1 ~ v1.0.1.b1,N/A,~ v1.0.1.b1,N/A,N/A,"EzOrtho v1.3.0.a1 대응, Clever 연동 활성화. E2Tag 이슈로 EzDent Web v1.0.1 부터는 반드시 EzServer v5.1.0 이상을 써야한다.",,v26,v10,v11,v10,v2,v3,v4,v2,r1,v1,N/A,N/A,v5.1.0,v1.0.1,N/A,N/A,N/A,v5.1.0,v1.0.0,v1.0.0,N/A,N/A,N/A,N/A,N/A,v5.1.0.0,v5.1.0.0,,v5.1.0.0,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.18,v7.4.12,v3.6.5,v12,v5.10.1,v3.2.4,v19.0,v7.0.7,v1.1.1i,,,,v1.0.0,,
2021-10-05,2021-10-07,,v5.0.1.2,Released,FCS,40,v4.0.1.2,N/A,~ v3.2.1.2,~ v5.3.0.2,v1.2.0.0 ~ v1.2.0.5,~ v1.1.7.0 Patch,~ v1.0.0.0,N/A,~ v1.0.0.1,N/A,N/A,auth provider 개선 수정 rollback side effect 수정,,v25,v10,v11,v10,v2,v3,v4,v2,r1,v1,N/A,N/A,v1.0.1,v1.0.1,N/A,N/A,N/A,v2.0.1,v1.0.0,v1.0.0,N/A,N/A,N/A,N/A,N/A,v5.0.1.1,v5.0.1.1,,v5.0.1.1,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,v1.1.1i,,,534c0d9085c5b58deb12145a612ee3dc0ff67b8b1e49197876a34b346138ffca,v1.0.0,,
2021-10-05,2021-10-20,,v4.1.6.0 Patch,Released,FCS,30,v3.0.6.0,N/A,~ v3.1.10.0,~ v5.2.10.1 (Hotfix),~ v1.1.3.1,~ v1.1.6.0 Patch,N/A,N/A,N/A,N/A,N/A,EzSensor R 장비 대응,,,,,v10,,,,N/A,r1,v1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,v1.0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,v1.0.0.0,v4.1.0.0,,N/A,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,,N/A,,
2021-10-01,N/A,,v5.0.1.1,Released,FCS,25,v4.0.1.1,N/A,~ v3.2.1.1,~ v5.3.0.2,v1.2.0.0 ~ v1.2.0.4,~ v1.1.7.0 Patch,~ v1.0.0.0,N/A,~ v1.0.0.1,N/A,N/A,"EzScanner API, CT Binning API 추가, auth provider 개선 수정 rollback",,v25,v10,v11,v10,v2,v3,v4,v2,r1,v1,N/A,N/A,v1.0.1,v1.0.1,N/A,N/A,N/A,v2.0.1,v1.0.0,v1.0.0,N/A,N/A,N/A,N/A,N/A,v5.0.1.1,v5.0.1.1,,v5.0.1.1,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,v1.1.1i,,,,v1.0.0,,
2021-09-17,N/A,,v5.0.1.0,Released,FCS,5,v4.0.1.0,N/A,~ v3.2.1.0,~ v5.3.0.2,v1.2.0.0 ~ v1.2.0.3,~ v1.1.7.0 Patch,~ v1.0.0.0,N/A,~ v1.0.0.1,N/A,N/A,,,v25,v10,v11,v10,v2,v3,v4,v2,r1,v1,N/A,N/A,v1.0.1,v1.0.1,N/A,N/A,N/A,v2.0.1,v1.0.0,v1.0.0,N/A,N/A,N/A,N/A,N/A,v5.0.1.0,v5.0.1.0,,v5.0.1.0,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,v1.1.1i,,,,v1.0.0,,
2021-09-10,N/A,,v5.0.1.b1,Released,Beta,-15,v4.0.1.b1,N/A,~ v3.2.1.b1,~ v5.3.0.1,v1.2.0.0 ~ v1.2.0.3,~ v1.1.7.0 Patch,~ v1.0.0.0,N/A,~ v1.0.0.1,N/A,N/A,,,v25,v10,v11,v10,v2,v3,v4,v2,r1,v1,N/A,N/A,v1.0.1,v1.0.1,N/A,N/A,N/A,v2.0.1,v1.0.0,v1.0.0,N/A,N/A,N/A,N/A,N/A,v5.0.1.0,v5.0.1.0,,v5.0.1.0,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,v1.1.1i,,,,v1.0.0,,
2021-09-06,2021-09-07,,v4.1.5.0 Patch,Released,FCS,20,v3.0.5.0,N/A,~ v3.1.8.0,~ v5.2.8.0,~ v1.1.3.1,~ v1.1.6.0 Patch,N/A,N/A,N/A,N/A,N/A,v4.1.4.1에서 업그레이드 설치안되는 이슈 수정,,,,,v10,,,,N/A,r1,v1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,v1.0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,v1.0.0.0,v4.1.0.0,,N/A,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,N/A,,
2021-09-01,N/A,,v5.0.1.dev1,Released,Dev,-20,v4.0.1.dev1,N/A,~ v3.2.1.b1,~ v5.3.0.1,v1.2.0.0 ~ v1.2.0.3,~ v1.1.6.0 Patch,~ v1.0.0.0,N/A,~ v1.0.0.1,N/A,N/A,,,v25,v10,v11,v10,v2,v3,v4,v2,r1,v1,N/A,N/A,v1.0.1,v1.0.1,N/A,N/A,N/A,v2.0.1,v1.0.0,v1.0.0,N/A,N/A,N/A,N/A,N/A,v5.0.1.0,v5.0.1.0,,v5.0.1.0,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,v1.1.1i,,,N/A,v1.0.0,,
2021-08-30,2021-09-02,,v4.1.4.1 Patch,Released,FCS,15,v3.0.4.0,N/A,~ v3.1.8.0,~ v5.2.8.0,~ v1.1.3.1,~ v1.1.6.0 Patch,N/A,N/A,N/A,N/A,N/A,Green X 18 장비 대응 (값 수정) => 이전 버전에서 업그레이드 설치 불가,,,,,v10,,,,N/A,r1,v1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,v1.0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,v1.0.0.0,v4.1.0.0,,N/A,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,N/A,,
2021-08-20,N/A,,v4.1.4.0 Patch,Released,FCS,10,v3.0.4.0,N/A,~ v3.1.8.0,~ v5.2.7.2,~ v1.1.3.1,~ v1.1.6.0 Patch,N/A,N/A,N/A,N/A,N/A,Green X 18 장비 대응,,,,,v10,,,,N/A,r1,v1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,v1.0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,v1.0.0.0,v4.1.0.0,,N/A,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,N/A,,
2021-07-16,2021-07-30,,v5.0.0.1,Released,FCS,15,v4.0.0.1,N/A,~ v3.2.0.0,~ v5.3.0.0,v1.2.0.0 ~,~ v1.1.6.0 Patch,~ v1.0.0.0,N/A,~ v1.0.0.0,N/A,N/A,,,v24,v10,v11,v10,v2,v2,v4,v2,r1,v1,N/A,N/A,v1.0.0,v1.0.0,N/A,N/A,N/A,v2.0.0,v1.0.0,v1.0.0,N/A,N/A,N/A,N/A,N/A,v1.0.0.0,v4.1.0.0,,N/A,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,v1.1.1i,,,N/A,v1.0.0,,
2021-07-05,N/A,,v5.0.0.0,Released,FCS,10,v4.0.0.0,N/A,~ v3.2.0.0,~ v5.3.0.0,v1.2.0.0 ~,~ v1.1.6.0 Patch,~ v1.0.0.0,N/A,~ v1.0.0.0,N/A,N/A,"EzDent Web v1.0.0 대응, 통합 인증, LMP 적용 
EzOrtho v1.2 이전 버전과 사용시 EzOrtho가 crash되어 v1.2 이상을 반드시 사용해야 한다. (EZEW-413)",https://vts.vatech.co.kr/browse/EZSV/fixforversion/18737,v24,v10,v11,v10,v2,v2,v4,v2,r1,v1,N/A,N/A,v1.0.0,v1.0.0,N/A,N/A,N/A,v2.0.0,v1.0.0,v1.0.0,N/A,N/A,N/A,N/A,N/A,v1.0.0.0,v4.1.0.0,,N/A,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,v1.1.1i,,,N/A,v1.0.0,,
2021-06-21,N/A,,v5.0.0.b2,Released,Beta,-10,v4.0.0.b2,N/A,~ v3.2.0.b1,~ v5.3.0.b1,v1.2.0.b1 ~,~ v1.1.6.0 Patch,~ v1.0.0.b1,N/A,~ v1.0.0.b1,N/A,N/A,"추가로 발견된 Major, Minor 이슈 수정",,v24,v10,v11,v10,v2,v2,v4,v2,r1,v1,N/A,N/A,v1.0.0,v1.0.0,N/A,N/A,N/A,v2.0.0,v1.0.0,v1.0.0,N/A,N/A,N/A,N/A,N/A,v1.0.0.0,v4.1.0.0,,N/A,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,v1.1.1i,,,N/A,v1.0.0,,
2021-06-03,2021-06-03,,v4.1.3.0 Patch,Released,FCS,10,v3.0.3.0,N/A,~ v3.1.8.0,~ v5.2.7.2,~ v1.1.3.1,~ v1.1.5.0 Patch,N/A,N/A,N/A,N/A,N/A,EzOrtho v1.1.3.0 Patch 대응,,v23,v10,v10,v10,v1,v1,v4,N/A,r1,v1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,v1.0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,v1.0.0.0,v4.1.0.0,,N/A,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,N/A,,
2021-05-28,N/A,,v5.0.0.b1,Released,Beta,-15,v4.0.0.b1,N/A,~ v3.2.0.b1,~ v5.3.0.b1,v1.2.0.b1 ~,~ v1.1.6.0 Patch,~ v1.0.0.b1,N/A,~ v1.0.0.a2,N/A,N/A,Major 이슈 + Minor 일부 수정,,v24,v10,v11,v10,v2,v2,v4,v2,r1,v1,N/A,N/A,v1.0.0,v1.0.0,N/A,N/A,N/A,v2.0.0,v1.0.0,v1.0.0,N/A,N/A,N/A,N/A,N/A,v1.0.0.0,v4.1.0.0,,N/A,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,v1.1.1i,,,N/A,v1.0.0,,
2021-05-11,N/A,,v5.0.0.a4,Released,Alpha,-20,v4.0.0.a4,N/A,~ v3.2.0.a1,~ v5.3.0.b1,v1.2.0.b1 ~,~ v1.1.6.0 Patch,v1.0.0.a1 ~,N/A,~ v1.0.0.a2,N/A,N/A,EzOrtho v1.2.0.b1 대응,,v24,v10,v11,v10,v2,v2,v4,v2,r1,v1,N/A,N/A,v1.0.0,v1.0.0,N/A,N/A,N/A,v2.0.0,v1.0.0,v1.0.0,N/A,N/A,N/A,N/A,N/A,v1.0.0.0,v4.1.0.0,,N/A,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,v1.1.1i,,,N/A,v1.0.0,,
2021-04-28,N/A,,v5.0.0.a3,Released,Alpha,-25,v4.0.0.a3,N/A,~ v3.2.0.a1,~ v5.3.0.b1,v1.2.0.b1 ~,~ v1.1.6.0 Patch,v1.0.0.a1 ~,N/A,~ v1.0.0.a2,N/A,N/A,EzDent Web v1.0.0.a1 대응,,v24,v10,v11,v10,v2,v2,v4,v2,r1,v1,N/A,N/A,v1.0.0,v1.0.0,N/A,N/A,N/A,v2.0.0,v1.0.0,v1.0.0,N/A,N/A,N/A,N/A,N/A,v1.0.0.0,v4.1.0.0,,N/A,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,v1.1.1i,,,N/A,v1.0.0,,
2021-04-08,N/A,,v5.0.0.a2,Released,Alpha,-30,v4.0.0.a2,N/A,~ v3.2.0.a1,~ v5.3.0.b1,~ v1.1.3.1,~ v1.1.6.0 Patch,v1.0.0.a1 ~,N/A,~ v1.0.0.a1,N/A,N/A,EzDent Web v1.0.0.a1 대응 + blocker 이슈수정,https://vts.vatech.co.kr/browse/EZSV/fixforversion/18164,v24,v10,v11,v10,v2,v2,v4,v2,r1,v1,N/A,N/A,v1.0.0,v1.0.0,N/A,N/A,N/A,v2.0.0,v1.0.0,v1.0.0,N/A,N/A,N/A,N/A,N/A,v1.0.0.0,v4.1.0.0,,N/A,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,v1.1.1i,,,N/A,v1.0.0,,
2021-03-31,N/A,,v5.0.0.a1,Released,Alpha,-35,v4.0.0.a1,N/A,~ v3.2.0.a1,~ v5.3.0.b1,~ v1.1.3.1,~ v1.1.6.0 Patch,v1.0.0.a1 ~,N/A,v1.0.0.a1 ~,N/A,N/A,EzDent Web v1..0.0.a1 대응,https://vts.vatech.co.kr/browse/EZSV/fixforversion/18164,v24,v10,v11,v10,v2,v2,v4,v2,r1,v1,N/A,N/A,v1.0.0,v1.0.0,N/A,N/A,N/A,v2.0.0,v1.0.0,v1.0.0,N/A,N/A,N/A,N/A,N/A,v1.0.0.0,v4.1.0.0,,N/A,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,v1.1.1i,,,N/A,v1.0.0,,
2021-02-23,2021-02-23,,v4.1.2.2,Released,FCS,20,v3.0.2.2,N/A,~ v3.1.6.0,~ v5.2.6.1 (Patch),~ v1.1.2.1,~ v1.1.5.0 Patch,N/A,N/A,N/A,N/A,N/A,,,v23,v10,v10,v10,v1,v1,v4,N/A,r1,v1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,v1.0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,v1.0.0.0,v4.1.0.0,,N/A,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,N/A,,
2021-02-19,N/A,,v4.1.2.1,Released,FCS,15,v3.0.2.1,N/A,~ v3.1.5.1,~ v5.2.6.0 (Patch),~ v1.1.2.1,~ v1.1.5.0 Patch,N/A,N/A,N/A,N/A,N/A,,,v23,v10,v10,v10,v1,v1,v4,N/A,r1,v1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,v1.0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,v1.0.0.0,v4.1.0.0,,N/A,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,N/A,,
2021-01-29,N/A,,v4.1.2.0,Released,FCS,10,v3.0.2.0,N/A,~ v3.1.5.0,~ v5.2.6.0 (Patch),~ v1.1.1.0,~ v1.1.4.0,N/A,N/A,N/A,N/A,N/A,EzDent-I v3.1.5 대응,https://vts.vatech.co.kr/browse/EZSV/fixforversion/19016,v23,v10,v10,v10,v1,v1,v4,N/A,r1,v1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,v1.0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,v1.0.0.0,v4.1.0.0,,N/A,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,N/A,,
2021-01-15,N/A,,v4.1.2.a1,Released,Alpha,-10,v3.0.2.a1,N/A,~ v3.1.5.a1,~ v5.2.5.0,~ v1.1.0.0,~ v1.1.4.0,N/A,N/A,N/A,N/A,N/A,EzDent-I v3.1.5.a1 대응,https://vts.vatech.co.kr/browse/EZSV/fixforversion/19015,v23,v10,v10,v10,v1,v1,v4,N/A,r1,v1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,v1.0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,v1.0.0.0,v4.1.0.0,,N/A,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,N/A,,
2020-11-18,2020-12-02,,v4.1.1.2,Released,FCS,25,v3.0.1.0,N/A,"~ v3.1.1.0
~ v3.0.10.0",~ v5.2.5.0,~ v1.1.0.0,~ v1.1.4.0,N/A,N/A,N/A,N/A,N/A,EOTH-2133 대응,https://vts.vatech.co.kr/browse/EZSV/fixforversion/19001,v23,v10,v10,v10,v1,v1,v4,N/A,r1,v1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,v1.0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,v1.0.0.0,v4.1.0.0,,N/A,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,N/A,,
2020-10-20,N/A,,v4.1.1.1,Released,FCS,20,v3.0.1.0,N/A,~ v3.1.0.2,~ v5.2.1.2 (Hotfix),~ v1.1.0.b1,~ v1.1.3.0,N/A,N/A,N/A,N/A,N/A,v4.1.1.0 재패키징,,v23,v10,v10,v10,v1,v1,v4,N/A,r1,v1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,v1.0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,v1.0.0.0,v4.1.0.0,,N/A,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,N/A,,
2020-10-07,N/A,,v4.1.1.0,Released,FCS,15,v3.0.1.0,N/A,~ v3.1.0.2,~ v5.2.1.2 (Hotfix),~ v1.1.0.b1,~ v1.1.3.0,N/A,N/A,N/A,N/A,N/A,EzOrtho v1.1.0.b1 대응,,v23,v10,v10,v10,v1,v1,v4,N/A,r1,v1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,v1.0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,v1.0.0.0,v4.1.0.0,,N/A,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,N/A,,
2020-09-14,2020-09-14,,v4.1.0.0,Released,FCS,10,v3.0.0.0,N/A,~ v3.1.0.2,~ v5.2.1.2 (Hotfix),~ v1.0.2.1,~ v1.1.3.0,N/A,N/A,N/A,N/A,N/A,,,v23,v10,v10,v10,v1,v1,v4,N/A,r1,v1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,v1.0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,v1.0.0.0,v4.1.0.0,,N/A,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,N/A,,
2020-04-17,2020-04-06,,v3.0.8.1,Released,FCS,30,v1.3.2.1 ,N/A,~ v3.0.8.1,~ v5.1.9.0 (Hotfix),,~ v1.1.0.1,N/A,N/A,N/A,N/A,N/A,EzServer_Fussen(ODM) v1.0.0.4 용,,v17,v10,v10,v10,N/A,N/A,N/A,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2020-04-16,2020-04-29,,v4.0.1.0,Released,FCS,20,v2.0.1.0,N/A,~ v3.0.8.0,~ v5.2.0.4,v1.0.2.0,~ v1.1.1.2  ,N/A,N/A,N/A,N/A,N/A,EzOrtho v1.0.2 대응,,v21,v10,v10,v10,v1,v1,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2020-04-03,N/A,,v3.0.8.0,Released,FCS,10,v1.3.2.1,N/A,~ v3.0.8.0,~ v5.1.9.0 (Hotfix),,~ v1.1.0.1,N/A,N/A,N/A,N/A,N/A,EZEW-300 대응,,v17,v10,v10,v10,N/A,N/A,N/A,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2020-01-28,2020-01-31,,v4.0.0.2,Released,FCS,40,v2.0.0.1,N/A,~ v3.0.8.0,~ v5.2.0.b2,v1.0.0.5,~ v1.1.1.2  ,N/A,N/A,N/A,N/A,N/A,,,v20,v10,v10,v10,v1,v1,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2020-01-16,2020-01-20,,v3.0.7.0,Released,FCS,30,v1.3.2.0,N/A,~ v3.0.8.0,~ v5.1.9.0 (Hotfix),,~ v1.1.0.1,N/A,N/A,N/A,N/A,N/A,EZEW-304 대응,,v17,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2020-01-14,N/A,,v4.0.0.1,Released,FCS,20,v2.0.0.0,N/A,~ v3.0.7.1,~ v5.2.0.b1,v1.0.0.2,~ v1.1.1.2  ,N/A,N/A,N/A,N/A,N/A,EzOrtho v1.0.0.fcs3,,v20,v10,v10,v10,v1,v1,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2020-01-06,N/A,,v4.0.0.0,Released,FCS,10,v2.0.0.0,N/A,~ v3.0.7.1,~ v5.2.0.b1,v1.0.0.0,~ v1.1.1.2  ,N/A,N/A,N/A,N/A,N/A,,,v20,v10,v10,v10,v1,v1,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-12-06,N/A,,v4.0.0.b1,Released,Beta,-20,v2.0.0.b1 ,N/A,,~ v5.2.0.b2,v1.0.0.b,~ v1.1.1.2,N/A,N/A,N/A,N/A,N/A,EzOrtho v1.0.0.b1 대응,,v20,v10,v10,v10,v1,v1,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-12-03,2019-12-03,,v3.0.6.1,Released,FCS,30,v1.3.1.1,N/A,~ v3.0.7.1 ,~ v5.1.6.0 (Patch) ,,~ v1.1.0.1 ,N/A,N/A,N/A,N/A,N/A,EZSV-296 대응,,v17,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-12-02,N/A,,v3.0.6.0,Released,FCS,20,v1.3.1.1,N/A,~ v3.0.7.1,~ v5.1.6.0 (Patch) ,,~ v1.1.0.1 ,N/A,N/A,N/A,N/A,N/A,EZSV-293 대응,,v17,v10,v10,v10,N/A,N/A,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-11-21,N/A,,v4.0.0.a5,Released,Alpha,-30,v2.0.0.a6,N/A,,~ v5.2.0.b2,,"~ v1.1.1.1
~ v1.1.1.0",N/A,N/A,N/A,N/A,N/A,EzOrtho v1.0.0.a4 대응,,v20,v10,v10,v10,v1,v1,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
2019-11-01,N/A,,v4.0.0.a4,Released,Alpha,-35,v2.0.0.a5,N/A,,~ v5.2.0.b2,,~ v1.1.0.1,N/A,N/A,N/A,N/A,N/A,EzOrtho v1.0.0.a3 대응 + EZEW-292,,v20,v10,v10,v10,v1,v1,,,r1,v1,N/A,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,PostgreSQL v9.2.2 (32bit),N/A,N/A,,,,,,,,,N/A,,,N/A,,,
